,features,difficulty,comment,quality
2276,"Excellent. Everything a college professor should be. Challenging, yet in good way that encourages learning. I learned more than had even hoped for this semester. Only complaint is sometimes some quiz/exam questions were little vague and could be read multiple ways.",2,😎awesome,2.0
2277,"Awesome. Makes the class interesting because he himself is interested in subject, very easy going, knowledgeable, funny, and really wants you to learn. What a GREAT asset SoT an example of what every CPT prof SHOULD be. Matt Garrett was also best TA I've ever had.",1,😎awesome,2.0
2278,Awesome instructor who really cares about the students input and knows material he teaches very well. Also one of few instructors in CPT that you can ask just any tech related question will either have an answer or get for by,2,😎awesome,2.0
2279,Phil was probably one of the better CPT teachers I've had,1,😎awesome,2.0
2280,"Phil is the bomb. He's a great professor who really knows and enjoys what he teaches. Lectures with him are rarely boring, his textbooks also excellent. His lab instructors horrible though, so beware.",2,😎awesome,2.0
2281,"Frederickson is quite competent. He makes the course very rigorous and truly knows how to get best from students. There will be stressful assignments where you'll feel completely in over your head, but if you give it some tenacity, come out of his class way more clever than were before. when help let be.",2,😎awesome,2.0
2282,"Class was very informative and interesting. You will enjoy his course if the material is something you're interested in. If just taking because it's required you don't have much interest, I would recommend another professor.",2,😎awesome,2.0
2283,"Best professor ever. Very visual in his explanations. You just need to come class and actually listen! His lectures are not so fast, which gives you time take notes *and* understand the material inside class. If do homework yourself, you'll be fine on exam",2,😎awesome,2.0
2284,"Literally 3 weeks behind his own syllabus by the time exam 2 came, and yet apparently wasn't able to update syllabus. Gets confused during lecture, talks super slowly yells at students for talking when we ask each other clarification. Doesn't respond emails, can't explain material well confuses more. 52% C.",2,😎awesome,2.0
2285,"BEST algorithm class EVER had! Strongly recommended to those who may not familiar with this area. Nice professor and surely knows his staff, just follow step you'll get it. You need do lots of work after if you're a CS person though. P.S He really is funny jokes, don't be fooled by him!",2,😎awesome,2.0
2286,"Professor is nice. However, he sometimes makes a lot of mistakes in class. The test very tough, the average score about 60% every time. But final grade curved lot. His lectures are important. Since content exam based on his lecture not book.",1,😎awesome,2.0
2287,Absolutely horrible. The most boring lectures that drone on and about a simple topic. Does NOT help you prepare for his assessments (quizzes AND tests). Homework assignments are graded tough whole class is poorly cooridnated,1,😖awful,1.0
2288,"Worst Prof in computer science.Took this course twice, he taught so much worse than the other one. Speaks slow, definitely will get lost before gets something important. Handwriting unreadable,making class useless. Programming assignments handout are vague and scores strict! Do not take his class, or you regret! Believe",2,😖awful,2.0
2289,Good Prof. Very responsible for what he teaches. Admirable.,2,😎awesome,2.0
2290,Never post anything on website. Time consuming homework. Laughing without reason at class.,2,😎awesome,2.0
2291,Lecture consists of students copying down what he types on an overhead projector. Time consuming assignments. Boring. Avoid.,2,😎awesome,2.0
2292,Very teaching oriented. Explains very clearly what he expects of students.,1,😎awesome,1.0
2293,"Great professor. Made the concepts and algorithms very clear. A little peculiar, but willing to help in or out of class. In response person that said he wanted 90% fail - After midterm, gave even lowest grade a C... no one class was going if they attempted other assignments.",1,😖awful,1.0
2294,had him for 182 the first time it was offered and did not have a good experience. 381 later found that he actually very prof knows what is talking about.,1,😖awful,2.0
2295,Not good,1,😖awful,1.0
2296,"One of the best professors I have had. He definitely knows what he is talking abt. Makes class fun and challenging. eccentricity - likes to make jokes from some long gone era, then gets flustered when students cant get any context on his jokes!",2,😖awful,2.0
2297,Excellent and fun teacher!,2,😎awesome,2.0
2298,No Comments,2,😎awesome,2.0
2299,No Comments,1,😖awful,1.0
2300,No Comments,2,😖awful,2.0
2301,"She will sit in silence trying to figure out what she is talking about. Just as others have stated, I felt prepared coming into this class having done well 225 and lost me from day one. extremely unorganized can't believe allowed still teach class.",1,😖awful,1.0
2302,"She was an ok professor, got confused a lot but her notes were really detailed. Class bit time consuming if you do all assignments and pay attention your sure to pass!",1,😖awful,2.0
2303,"Awesome professor that truly cares about all of her students and wants to see them succeed. Although don't respect the time, she still tries very best make sure everybody knows material. If you try in this course, will not only get a good grade but you'll learn lot too.",2,😎awesome,2.0
2304,The second worst professor I had in Purdue. passed the STAT225 with high A but totally lost her class. She made mistakes lecture and took long time to correct. Why not take some prepare for your class? My best suggestion is get a textbook finish all questions there.,1,😎awesome,1.0
2305,"I thought that she was a very nice teacher!She my favorite teacher i have ever had in college. taught her class well and great humor when taught. She copes with people are rude, but is helpful. lots of things which cant be 3 weeks, gave examples",2,😎awesome,2.0
2306,She's very nice but her class is slow moving and boring. She takes a semester to teach material that could be taught in 3 weeks because she kills time. If asks question you will sit silence until someone answers it. It gets annoying,1,😎awesome,1.0
2307,Priya is one of my favorite professors at Purdue. She so personable and really understands the material. always available to help students explains things very well. I wish she taught more classes that were part degree. LOVED Priya!,1,😖awful,1.0
2308,"for sure the worst teacher I had in my whole life, if u have another class, please him/her",1,😖awful,2.0
2309,She is the worst professor. Really..she does not teach anything. might be a good researcher but teacher. really nice. I am former alumni and specifically remember her for teaching well. Most often she would debate with students about non econ related topics. Please take another class,2,😎awesome,2.0
2310,"Don't take this class if you're not good at guessing on multiple choice questions. She frequently asks questions from previous books using different terminology and examples you've never heard of. Also, there was a HUGE project only worth 15% of the overall grade but accounted for 50% work. Aside that, she's pretty helpful.",1,😎awesome,2.0
2311,Very helpful. Conducted live webcam review sessions on the nights before tests.,1,😐average,2.0
2312,Great help. Really wants her students to succeed.,1,😐average,1.0
2313,"terrible teaching style. spend bulk of class time making lame jokes with the same 3 kids...seriously. started out strong, but did not prepare us for second exam. creates negative learning environment, plays favorites. does promote dialogue and asking questions. basically you get it or dont. makes u feel like an idiot",2,😎awesome,2.0
2314,Class was terrible. She treats you like high schoolers and spends day on trivial stuff. The class material teacher combine to insult the intelligence of any normal student.,1,😎awesome,1.0
2315,Class notes were a great study tool and easy to follow along with during lecture.,1,😖awful,1.0
2316,She is very good. I went to this class after 225 and was scared. taught so clearly she funny. Really cares for her students. Love her!!!,1,😖awful,1.0
2317,"easiest class i've ever taken!!! but that figures b/c i had taken STAT 225, 511, 512, 513, etc. priya is a really nice teacher too",1,😖awful,1.0
2318,"I went to this class two times. The entire semester. And got an A....easily. was in the top 10% of year...without even taking one quizzes. *Yawn* If you're not a retard, you should be able do well class. can't, good luck on future classes at Purdue...HA...you might as go Ivy Tech right now...b/c is pretty goddamn easy.",1,😖awful,1.0
2319,"YOu know the basic economic concept in this class, she is a good professor.",1,😖awful,2.0
2320,I love Priya. think she's the sweetest prof ever with best attitude and intention. That still doesn't make any difference to fact she can't teach in a class. She was pretty helpful if you talk her personally office hours though.,1,😖awful,1.0
2321,"Dr. Umbeck has been at Purdue since 1975. That said this class was one of the most difficult I've ever taken, given circumstances etc. Those that did exceptionally well in came with strong, even VERY strong background Finance and Accounting. If you are not Stats, Finance, Accounting you'll find difficult.",1,😐average,2.0
2322,"Professor Umbeck is one of the WORST professors you will meet. On very first day class, he tell class that doesn't care if FLUNKs you. He gives out only a Mid-Term and Finals Test. It matters obtain his old exams. Memorize answers on exams an 'A'. Otherwise, who knows?",2,😐average,2.0
2323,"Going into senior year, hardest class I've ever taken without a doubt. I have no chance at pulling my grade up and GPA is going to take such hit. Unless you great understanding of law half decent econ background it's be pretty difficult. The made 3 exams that's all.",1,😖awful,1.0
2324,Don't ever take this class... Three multiple choice exams. it in summer or spring. Just don't it. There is curve but fixed so does not depend on the average to class.,2,😖awful,2.0
2325,"I do not recommend this class. Law and Economics course is just horrible. There are three exams those impossible. If you want to get a bad grade, please take it. no help in Just don't course. Horrible...",1,😖awful,1.0
2326,"I respect Professor Umbeck. felt he was very fair. He's a bit long-winded and his tests are hard, but if you do the practice homework should not be surprised by anything on midterm or final. But prepared to work. It's hard class lot of",2,😖awful,2.0
2327,"Teamed up with professor Fisher to team-teach econ and law. This was possibly the worst-run class I have experienced in my time as a student. There no student support, specific schedulecalendar, exam help, worst part of all: full lectures AND hours upon required deathly boring videos.",1,😖awful,1.0
2328,"Umbeck is clearly a master in his field and makes lectures interesting. I thoroughly enjoyed lot of the examples that he conveyed to explain different topics law economics. The exams are tough, but would still recommend.",2,😖awful,2.0
2329,Has him 20 years ago and I still recall some of his lectures! Don't fool yourself though.. He's tough!,1,😖awful,1.0
2330,awesome,2,😖awful,2.0
2331,the best prof I've come across,2,😎awesome,2.0
2332,great classes!,2,😎awesome,2.0
2333,He made economics a pleasure to learn,1,😖awful,1.0
2334,best of the,2,😖awful,2.0
2335,One of the best lecturers I have ever had. He will influence your perspective about world around you.,2,😎awesome,2.0
2336,"Dr. Umbeck is obviously a master of his field. He knows the material as if it were own vital stats. conveys clearly, even though tough field to learn.",2,😎awesome,2.0
2337,Makes economics seem interesting and fun. That's a difficult thing to do when studying,2,😎awesome,2.0
2338,I was uninterested in microeconomics till sat his class and decided that the world runs on subject!,1,😎awesome,2.0
2339,best professor i have had at purdue's business school so far.,2,😎awesome,2.0
2340,"A Lecture hall of 150 students (2 classes each) with no attendance requirement was always jam packed. the man talks very softly, yet class is so quiet, you can hear him all way at back",1,😎awesome,1.0
2341,"He won't give you specific criteria on what he wants to see his essay exams, but will dock an unbelievable amount of points for not including everything wanted. When getting said bad grade, work with at all. No legit feedback, no help the next exam, extra credit. It's awful spot be in when your prof wont help.",1,😖awful,1.0
2342,"Great professor. You do have to read a lot and he will make you work for the grade, but class content are very interesting.",2,😖awful,2.0
2343,"As a graduated one, I have to say this is one of the most useful course that took in my undergraduate time. Though really hate reading all materials After several years, can still remember some environments indicated by textbook and ppts. feel like it amazing when you find what learn happening.",2,😎awesome,2.0
2344,"He is the worst professor I have met at Purdue. used textbook that he wrote. The unreadable. You can not understand what you said during class. just talked through ppt and are so many words, none of them understandable. Waste time money.",2,😎awesome,2.0
2345,"One of the best classes I've taken. Prof. Martin really knows his stuff and is more than happy to answer further questions/clarify anything. I had him for Antitrust&Regulation class made me think a masters in law. Go classes, since he takes attendance read edited court decisions, because asks questions every time.",2,😎awesome,2.0
2346,"Trust me, DO NOT BUY THE TEXTBOOK! This course is based entirely on the edited court decisions he provides in class and his slides, which also provides. You do need book. a very boring class, but good if you're pre law or Social Studies Ed. Exams are essay, there's no math this course.",1,😎awesome,2.0
2347,"I've taken both of Stephen's classes, and got to say, EASILY the best Economics professor at Purdue. His book can teach you Game Theory, Micro Macro is great. Stephen a real nice guy if talk him. In his 300 level class its little less personal, bring your laptop. Exams are essay based or math, material useful",1,😖awful,1.0
2348,"Prof. Martin was always very quick to answer my emails (usually less than 10 minutes) and open helping with problems in office hours, provided you'd already put significant effort. His teaching style is dry, he doesn't try involve students that much, so you have self-motivated. He shares PPts aren't based on the book.",2,😖awful,2.0
2349,"he is hard. there are only two tests given in this course and the base of grade. does post his slides now, but hundreds them to read for each tests, so make sure you start early. going lecture help, one still need do reading order well exam. fell asleep almost every class",2,😎awesome,2.0
2350,"Martin is tough because he has no interest in meeting or communicating with his students. I emailed him twice during 461 and never received a reply. The class setup where most of the grade based on two tests, not optimal so much material. And don't even try to take notes class. He doesn't share PPT",1,😎awesome,2.0
2351,Horrible... just horrible,2,😐average,2.0
2352,"I'm sitting in his 361 lecture right now as I write this. had 461 with Martin last semester, so know to come prepared a laptop distract myself. Lectures are extremely boring since he pretty much reads directly from the text. Exams also based entirely on text, there really isn't reason go class.",1,😐average,2.0
2353,"I had him for industrial organization. He is very knowledgeable and knows what he talking about, but boring to listen even this. Exams are essay based usually similar practice exams gives. Never got help from him, always seemed open giving it.",2,😎awesome,2.0
2354,I dont know how you will use this information for a job.,1,😐average,2.0
2355,"Very intelligent man, best Econ prof I have had so far. He relates every model to real world scenarios and took a lot of information away from this class. can be quite funny too. Tests are all T/F questions, they very reflective homework quiz material.",1,😐average,2.0
2356,His lectures are like stories. Very easy to pay attention the entire time. Every concept just sticks if you well enough. I dont even think taking notes is fully necessary.,2,😎awesome,2.0
2357,"Very good professor and extremely understanding to any issues that may arise. Some problems on the exams are worded a bit funny, but other than it is great class I would definitely recommend!",1,😎awesome,2.0
2358,"He can struggle sometimes with English, but it is fairly easy to understand him. Homework and quizzes are really straightforward easy. Not much work.",2,😎awesome,2.0
2359,Very clear in his explanation of all material. Always willing to help students who are struggling and need additional help. Tests very straight forward fair. I'd highly recommend any class with Dr. Xiang.,1,😎awesome,2.0
2360,Solid professor. Relatively interesting lectures. Straightforward tests.,2,😐average,2.0
2361,"Completely useless. Reteaching econ 370, but poorly. Tests are almost incomprehensible because of his struggles with English.",1,😐average,1.0
2362,"His lectures are very boring, he teaches one thing and tests us on other material. Bad teaching bad manners. Disrespectful to the students, doesn't help at all, contradicts himself most of time. arrogance is obvious. Unfortunately, professors in Econ dept @ Purdue fit this description.",2,😐average,2.0
2363,Not bad,1,😐average,1.0
2364,"The material is boring, no need for textbook. Lecture note enough the midterm.",2,😎awesome,2.0
2365,"yap, I agree. No need for the textbook in this class and save money.",1,😎awesome,2.0
2366,"You can take as many notes possible from this class, you don't need to purchase textbook in class. The midterm only come his note, class is quite boring.",2,😎awesome,2.0
2367,"You learn something from his class, but the class atmosphere is really dry. He writes everyting on board and midterm will be basically cover note.",1,😎awesome,2.0
2368,Great Professor.,2,😎awesome,2.0
2369,Has a huge research experience.,1,😎awesome,2.0
2370,Very knowledgeable,2,😎awesome,2.0
2371,ok course,1,😎awesome,2.0
2372,Not useful..,2,😎awesome,2.0
2373,Superficial knowledge,1,😎awesome,2.0
2374,Really knowledgeable,1,😐average,2.0
2375,Very Nice class,1,😐average,2.0
2376,"He seemed to be harsh during lectures, and was intolerant for any ""weird behavior"" classes. Yet, he himself, as well his phd students, helped a lot after class. Every time there were troubles on project homework, students would happily explain in detail. Of course, you have at least give it try before asking.",1,😖awful,1.0
2377,"He doesn't care what you choose to study. is very practical knowledge oriented and give too much attention course or curriculum. So if want someone like a tutor he isnt it. But, does know his subject do research, it'll be great world of opportunities able work with him.",1,😖awful,2.0
2378,He never prepared before class.,1,😖awful,1.0
2379,"Very knowledgeable, but you can tell teaching isn't his priority. Class structure is very disorganized, nothing (exams, homework, presentations) scheduled more than a week in advance. Uses old powerpoints that he hasn't updated or probably even looked at for several years.",1,😖awful,2.0
2380,"He was out of town a lot for conferences and other meetings, as result sizeable portion the class taught by one his graduate students during semester. Not able to give time outside class. did not appear interested with many times rushed through materials.",2,😎awesome,2.0
2381,No Comments,1,😎awesome,2.0
2382,"Pollak is too smart to teach. That being said, his new multiple choice approach exams makes things a lot easier. He gives you homework that isn't due. You will not understand it, but don't need to. If want know what expect on exams, try find copy of old free response exams.",2,😎awesome,2.0
2383,Pollak is my favorite ECE professor at Purdue University. He really rewards people who put work in to the class. Exams are not difficult if you understand homework. I definitely recommend him.,1,😎awesome,2.0
2384,"The subjects he teaches are hard, but really isn't. Very thorough, and willing to help those who ask questions. Highly theoretical, mathematical, this is more due the subject matter. Overall, good professor if you're put up effort",2,😎awesome,2.0
2385,Very well dressed. His notes are extremely helpful. Homeworks and tests hard but the very similar to homeworks.,1,😎awesome,1.0
2386,"Probably the best professor I've had at Purdue. He cares about students, explains materials clearly, and it's obvious he put time into preparing his lectures. I don't know what more anyone could ask.",2,😎awesome,2.0
2387,"This dude is a terrible teacher, and mumbles to himself all the time. If this guy succeds in writing book, then Homer Simpsons will also win nobel price.",2,😎awesome,2.0
2388,"Hard homeworks, easy exams. Very helpful at office hours and very considerate of students. Talks quickly (and I agree, well-dressed, especially for a EE prof!). Lecture notes are online which amazing (we think he's writing book!)",2,😎awesome,2.0
2389,No Comments,2,😎awesome,2.0
2390,Teaches as if he mumbles to himself!,2,😎awesome,2.0
2391,"great professor, his lectures are a delight to atttend",1,😎awesome,1.0
2392,"Best outfit out of ALL professors. Too smart a guy to understand students' difficulties. You make yourself feel stupid taking his tests. But very helpful, great lecture, teacher overall!!",1,😖awful,1.0
2393,Great teacher. Best I've had in 4 years of EE. Very clear and good at answering questions. Usually also available lab if you have,2,😖awful,2.0
2394,No Comments,2,😎awesome,2.0
2395,"Smart guy, hard tests.",1,😎awesome,1.0
2396,"He's a smart professor, but he needs to develop another way of teaching in class other than making students copy everything from tha board.",2,😎awesome,2.0
2397,nice outfits prof. but cant teach in class..,1,😎awesome,2.0
2398,"man..he is hard. his hw's are just as hard exams. if you wanna feel stupid, take one of classes.",1,😐average,2.0
2399,he is hard but willing to help students,1,😐average,2.0
2400,remains one of my favorite profs at Purdue.. though he's rather unapproachable.,2,😎awesome,2.0
2401,presents concepts with mathematical elegance.. and he *is* very smart. Though tests can be a challenge.,1,😎awesome,2.0
2402,"Decent lectures, uses iClicker. Labs ramp up in difficulty over the course of semester, so you will need to make use as many office hours can get them done.",1,😐average,2.0
2403,You need to just KNOW/READ a lot in this class....,2,😐average,2.0
2404,"You are not allowed to see your tests after you take them. It is impossible learn from mistakes in this flawed class, and will likely make the same over again. This class easy for people that familiar with digital logic programming techniques, but beginners, it overwhelmingly difficult.",1,😐average,2.0
2405,"Meyer is the king of all Digital at Purdue. Although this course mostly based on labs, theory in class was represented fairly clearly. He also very approachable and more than willing to answer questions queries.",2,😐average,2.0
2406,"Great course, learned a lot. Lots of practical applications lecture stuff. Definitely lot self-learning. Lecture doesn't prep you for lab that well bc go over the stuff after have lab. Not good access to quizzes take them. Never enough practice questionsmaterial actual test. Mini-project is awesome.",1,😖awful,1.0
2407,"Professor Meyer is one of the best ECE professors that I have ever had. His classes are definitely not easy and you really to work for your grade. Lectures aren't all great because he just reads off slides, but if go him in person, willing help. He usually gives 10% worth extra credit at end semester.",2,😖awful,2.0
2408,"Loved this class! The material is tough, but interesting. He covers most of the test in lecture, so don't skip. Ask questions about problem sets if you have any. could do a better job preparing for labs, hindsight, I really did learn lot his class.",2,😎awesome,2.0
2409,He doesn't really care about students. Teach fast and won't explain well. Very little exercise hard to prepare for exams. Why Purdue only have him ECE270 ?,1,😎awesome,2.0
2410,He's really nice,1,😐average,2.0
2411,His lecture notes are so terrible I want to jump off the building. Even if you read through whole thing not guaranteed know enough for exam.,2,😐average,2.0
2412,"Not a big fan of the prof, but learned lot from 270/362: went into 362 feeling uncomfortable with datasheets, digital circuit schematics, logic analyzer/scope debugging, assembly language, code step-through; now feel very comfortable all aforementioned. Still not timing or device powering.",2,😎awesome,2.0
2413,"Nice guy, terrible professor. No detailed answer for exam. Not even in 'ABCD'. You won't know what you missed. Real exams are so different from practical exams.",2,😎awesome,2.0
2414,"Frustrating professor. Given that exams aren't given back, it is really easy to not even realize what you missed, or why missed it. Seemingly Pleasant individual, and fairly intelligent. This class isn't an issue if your worst of the semester, but sheer volume information crammed in takes more time than possible.",2,😎awesome,2.0
2415,"Horrible class, The labs are way too long for the credit hours. Expects you to know whole course material from day one.",1,😎awesome,1.0
2416,"Very nice professor. The class is so well organized that it utterly your choice whether you want an A or F. Class attendance not necessary for A, either, all of his hundreds pages notes are on website.",1,😖awful,1.0
2417,You only learn to appreciate this professor in ECE 362. He is very nice and helpful but you also must the material on your own time. After taking his classes 270/362/477 can accomplish anything as an engineer. I highly recommend him if want a change of pace,2,😖awful,2.0
2418,"Overall a very nice man. He seemed to be speaking over lot of students heads though. This is probably due the fact that it ENGR 103, not one ECE courses he usually teaches.",2,😎awesome,2.0
2419,"A great teacher. Real concern that students learn, but if he feels you're slacking you'll meet his bad side. Great examples of the material in notes, difficult exams, this guy really pours himself into creating instructional material/methods",1,😎awesome,2.0
2420,"Prof. Meyer is very big on the ""throw you into deep end"" school of teaching. Very much a self motivated class, if you're not willing to figure it out your own, don't bother. Labs are really interesting, but longer than credit hours suggest (avg 8-10 per lab). Lab flexible, can turn in lab early or late.",1,😖awful,1.0
2421,Retire soon :),1,😖awful,1.0
2422,"Great professor, one of the best in his field. Take good notes and come up with examples youll do fine on your exams. Enjoyed class alot, he engages students will make sure you understand concepts.",2,😎awesome,2.0
2423,There is a bunch of extra credit in the class. He gets off topic very often and so it sometimes hard to continually pay attention for whole class period. puts his lime green bright pink reading glasses mouth pauses dramatic effect. were comments that he made throughout year rubbed me wrong way.,1,😎awesome,2.0
2424,"Professor Zelaznik does a great job of making class interesting and can use his experience to prove points. He doesn't read off powerpoints, need because he knows what he's talking about. The readings assigns are short but important, as long you keep up with those you're fine. Very little hw.",1,😖awful,1.0
2425,"If you go to lecture and take good notes, will be fine. What he writes on the paper is vague, but explains everything when talking, so make sure write what says down. He a very charismatic guy. tells lot of bad jokes, laugh at them anyway. Overall, I loved Dr. Zelaznik would class from him again.",1,😖awful,2.0
2426,Hard lectures. Laugh at his jokes.,2,😎awesome,2.0
2427,Interesting course. Exams could be tricky because he is somewhat vague in his lectures and expects specific answers. You know what you see on the exams gives out all potential questions ahead of time. Attend lecture take good notes do reading.,1,😎awesome,1.0
2428,"He doesn't explain thing's well at all in class and when you ask a question about something he will just say ""we already went over that.""",2,😎awesome,2.0
2429,Great professor. Very nice and funny,1,😎awesome,2.0
2430,OMG he's so attractive!,2,😐average,2.0
2431,"He is vague in his notes class, but expects detailed answers on exams. Exams require a lot of preparation,focus textbook!!",2,😐average,2.0
2432,He was a tough teacher but entertaining. Going to class is important since he bases his tests on definitions and concepts went over in lectures,2,😐average,2.0
2433,Prof. Corless is AAE's gem. Super friendly and chill. His classes are easy but you will still learn the material well. He also very direct helpful when answering questions during office hours.,2,😎awesome,2.0
2434,"Corless is an absolute blast. His courses are rather easy. At times, he can get a bit boring, but he's got really good sense of humor. He also be awkward at nice and helpful.",1,😎awesome,1.0
2435,"If you want to learn from lectures, you'll have sit near the front and pay attention. He can seem a bit dull at first, but once get know his personality he's actually pretty funny. That said, he doesn't always cover everything that's on homeworks in lot of detail. Also, AAE 564 is basically same class as 421, so don't take both.",2,😎awesome,2.0
2436,Seems like he cares about the course even less than students. HWs are lengthy but tests exactly practice exams provided.,1,😎awesome,1.0
2437,"I took AAE 564 with him. His lectures are a bit boring, but course was interesting.",1,😐average,2.0
2438,"It's all stuff you know until the end. I stopped going to class. All homeworks are same as prev. semesters, tests 30 minutes or less. Very good professor, but also very easy.",1,😐average,2.0
2439,"I still remember his jokes like- ""You must be knowing PID controllers since your Kindergartens."" And wonder why only 2-3 people understood and laughed at humor. He is very student friendly helps one a lot. His textbook bit unclear but then classes are better answer to that.",1,😖awful,1.0
2440,Classes are a little dull but has his own text that can be helpful. Class covers many of the basics and is mostly review other aero classes. Exams very much like past exams.,1,😖awful,1.0
2441,"He's soft spoken and a little dull at time, but if you listen up pay attention, you'll learn the material get some good laughs from subtle humor he throws in times.",1,😐average,2.0
2442,"He has a really unique theory that all you need to understand the material is few basic concepts. It works, and I felt like learned lot off of just simple equations. His lectures were pretty dull at times, but overall not half bad prof. Exams are very easy if study HW problems.",1,😐average,1.0
2443,"I took AAE 421, 564, and 666 with this prof. His theory is you only need to remember the basics truly understand material, so his class was somewhat easy, but will still walk away a good understanding of material.",2,😎awesome,2.0
2444,"Pretty good lecture notes that he gives to you. You don't ""need"" the book but always suggest helpful ones.",1,😎awesome,1.0
2445,The best professor.,2,😎awesome,2.0
2446,"Good use of examples to illustrate points, however you do have take good notes and not simply rely on the provided course book (PDF)",1,😎awesome,1.0
2447,"Generally one of the better professors in department. He is a soft speaker, but his dry wit fairly entertaining. Most importantly, he does care about how well you understand material if show that YOU do too.",2,😎awesome,2.0
2448,Dull lectures with occasional subtle humor thrown in. The material is not hard but I always found myself having trouble finishing the homeworks just because they had little glitches couldn't fix. Endlessly frustrating.,1,😎awesome,1.0
2449,"Good prof, have to pay attention get subtle humor",2,😎awesome,2.0
2450,No Comments,1,😎awesome,1.0
2451,No Comments,2,😐average,2.0
2452,"Get ready for your hardest class of life. Explains extremely well and is very friendly helpful. But don't ever not pay attention, he goes fast gives TONS homework even if you have an exam the same day. Oh also dresses up as Gandalf screams YOU SHALL NOT PASS before finals.",2,😎awesome,2.0
2453,"Best ECE professor in my opinion. Doesn't allow cellphones or coming late to class, but it doesn't matter because he was able keep the class engaged. Too too much of homework old exams were more less similar current exam.",2,😎awesome,2.0
2454,"He can be a friend or an enemy, your choice. If you give little effort, Ray catch onto it and show pity. But if take the time talk with him at office hours, you'll learn lot get to know genuinely nice guy.",2,😎awesome,2.0
2455,"Decarlo is probably the most interesting professor I've hard here my time at Purdue. He a fantastic lecturer, explains concepts clearly, and speaks loudly easily grabbing your attention. But this cost of no phones/laptops. There was LOT homework, but definitely do it because prepares for test super well",2,😎awesome,2.0
2456,"The best professor I have had so far at Purdue. His exams and homeworks are really tough. But it is absolutely worth. He teaches you not only the ECE material, but, surprisingly, patience punctuality. Never be late to his class or a cell phone out. You might hate first, but when will look back, you'll appreciate him lot.",2,😎awesome,2.0
2457,Definitely go to all classes because the in class quizzes are really easy if you pay attention. The exams do a couple past exams. homework actually helps well class. I learned so much this,2,😎awesome,2.0
2458,"Professor Decarlo is one of the rare few professors that warm up to students and regard them more than just students. Because difficulty his class, I had problems coping he gave me advice really helped improve my study habits tremendously. appreciate class because it learn how learn.",2,😎awesome,2.0
2459,"Dr. DeCarlo is very strict. He doesn't tolerate tardiness, cell phones, or talking in class. And you can forget about negotiating your final grade. His homework takes lots of time and his tests are highly challenging. However, he a stellar lecturer does fantastic job explaining the material. He's also funny tells silly stories.",2,😎awesome,2.0
2460,"Dr. Decarlo is the definition of tough love; he wants you to succeed, but won't care if fail. One best professors I've had here, ECE202 a terribly difficult and work heavy class. Put forth serious effort, because don't, YOU WILL FAIL. Good luck.",2,😎awesome,2.0
2461,"A stubborn but caring old guy, kinda strict within the acceptable boundary. respectful and an inspiring professor overall.",2,😎awesome,2.0
2462,"Ray Decarlo was the worst professor I had at Purdue. While he has a strong grasp of EE material, fails being respectful to his students, quick become toxic person. actually did quite well in class and learned some valuable lessons on how NOT treat people, but surely that is not what proper should strive for...",2,😎awesome,2.0
2463,Best Professor at Purdue. Hands down the hardest class but also most rewarding. I wish all professors were like him.,2,😎awesome,2.0
2464,"He is an excellent teacher, yes. However, he a very hard tester and I find that lot of the material was unnecessarily made difficult. re-took this class next semester with another professor received A+ because understood concepts much clearer. With Ray, you need to prioritize spend time on homeworks.",2,😎awesome,2.0
2465,I would highly recommend him.,2,😎awesome,2.0
2466,Extra help given if requested. Approachable and excellent manner. Knowledgeable can teach undergrads postgrads very well. Highly recommend any of his classes.,2,😎awesome,2.0
2467,Really fun class and very willing to be helpful understanding. But get ready work extremely hard for exams because they are ridiculously unnecessarily difficult.,2,😎awesome,2.0
2468,Welcome to Dante's Inferno...,2,😎awesome,2.0
2469,"This is the hardest class I have ever had. But, it was taught by best professor I've Decarlo want's to see his students succeed, but no way in hell he's going make easy. If you option not take this class, avoid unnecessary stress. good luck.",2,😎awesome,2.0
2470,He is the best professor you will have in your time here but it also one of hardest classes have.,2,😎awesome,2.0
2471,Best professor at Purdue! His tests are hard and he can be strict about technology in class getting there late but his lectures amazing. He is very clear explains everything well. assigns long homeworks they helpful when it comes to the test. Tests have difficult questions complete time,1,😎awesome,2.0
2472,You can tell he has a complete understanding of the material by way explains it. Fair with grading and overall decent prof,2,😎awesome,2.0
2473,His exams are extremely simple if you attend class regularly. Likes to talk about real applications for concepts being taught. Some of his explanations can be confusing very (sampling theory comes mind). Extremely helpful during office hours.,1,😎awesome,2.0
2474,"Worst teacher I have ever had. Many concur. Gives long-winded speeches about irrelevant matters instead of teaching, is hopeless at explaining basic things, and generally makes any concept ten times more difficult than it actually is. Is absolutely ruthless when comes to grading. Also gets upset if students ask questions.",2,😐average,2.0
2475,Good man.,1,😐average,1.0
2476,Great job. Very knowledgable,1,😖awful,1.0
2477,"Extrremely disorganized.. comes to class 10 mins late evryday. he always goes off-track with his answers questions in class. and worst of all, explains the most important part lecture last 7-8 after wasting whole time.. dont ever have him..",2,😖awful,2.0
2478,"Tries to come up with clever analogies make material easier grasp - but they dont work. Regularly goes off on tangents involving his family, childhood etc. But he tries very hard get people excited about the material, which is commendable.",2,😎awesome,2.0
2479,Very helpful in homeworks and projects. Always give hints sometimes final answer to the problems HWs,2,😎awesome,2.0
